cod_manzana,municipio,min_salud,min_educacion,min_via,min_puerto,score_tiempo_salud,score_tiempo_educ,score_tiempo_puerto
0517210000000000020233,Chigorodó,42.6,0.9,3.7,72.9,0.4,1.0,0.15
0517210000000000020327,Chigorodó,39.3,0.3,0.5,70.1,0.4,1.0,0.15
0517210000000000020329,Chigorodó,39.6,0.4,1.1,70.7,0.4,1.0,0.15
0517210000000000020416,Chigorodó,42.2,1.5,3.5,72.1,0.4,1.0,0.15
0517210000000000030111,Chigorodó,37.9,0.9,1.6,67.5,0.4,1.0,0.15
0517210000000000030204,Chigorodó,23.3,0.3,1.0,41.1,0.65,1.0,0.4
0517210000000000050321,Chigorodó,22.8,0.5,1.3,42.2,0.65,1.0,0.4
0517210000000000060215,Chigorodó,41.2,0.4,1.1,73.0,0.4,1.0,0.15
0517210000000000060430,Chigorodó,41.6,0.5,2.6,72.3,0.4,1.0,0.15
0517210000000000060924,Chigorodó,43.9,1.9,4.6,74.2,0.4,1.0,0.15
0517210000000000060927,Chigorodó,43.9,1.9,4.3,74.5,0.4,1.0,0.15
0549020030200400010102,Necoclí,34.8,34.8,154.8,235.2,0.4,0.4,0.15
0565910000000000010303,San Juan de Urabá,0.4,0.4,175.7,259.8,1.0,1.0,0.15
0566510000000000030114,San Pedro de Urabá,2.1,0.7,116.1,252.8,1.0,1.0,0.15
0514710000000000030606,Carepa,1.8,1.0,2.1,43.0,1.0,1.0,0.4
